gene_id,combined_name,bin,n_genomes
WP_020436676.1,MULTISPECIES: L-threonylcarbamoyladenylate synthase [Mediterraneibacter],Bin 1,7
WP_020436678.1,MULTISPECIES: glycosyl hydrolase family 18 protein [Mediterraneibacter],Bin 1,7
WP_020436679.1,MULTISPECIES: adaptor protein MecA [Clostridia],Bin 1,7
WP_020436680.1,MULTISPECIES: C40 family peptidase [Mediterraneibacter],Bin 1,7
WP_020436682.1,MULTISPECIES: ABC1 kinase family protein [Mediterraneibacter],Bin 1,7
WP_020436683.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020436685.1,MULTISPECIES: TetR/AcrR family transcriptional regulator C-terminal domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436686.1,MULTISPECIES: YdcF family protein [Mediterraneibacter],Bin 1,7
WP_020436687.1,MULTISPECIES: SseB family protein [Mediterraneibacter],Bin 1,7
WP_020436696.1,AAA family ATPase [[Ruminococcus] torques],Bin 1,7
WP_020436697.1,MULTISPECIES: sulfur carrier protein ThiS [Mediterraneibacter],Bin 1,7
WP_020436699.1,MULTISPECIES: thiazole synthase [Mediterraneibacter],Bin 1,7
WP_020436700.1,MULTISPECIES: 2-iminoacetate synthase ThiH [Mediterraneibacter],Bin 1,7
WP_020436712.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436714.1,MULTISPECIES: HAD family hydrolase [Mediterraneibacter],Bin 1,7
WP_020436715.1,MULTISPECIES: DNA polymerase I [Mediterraneibacter],Bin 1,7
WP_020436716.1,MULTISPECIES: dephospho-CoA kinase [Mediterraneibacter],Bin 1,7
WP_020436718.1,MULTISPECIES: nucleotidyltransferase [Mediterraneibacter],Bin 1,7
WP_020436721.1,MULTISPECIES: ribonuclease III [Mediterraneibacter],Bin 1,7
WP_020436722.1,MULTISPECIES: chromosome segregation protein SMC [Mediterraneibacter],Bin 1,7
WP_020436726.1,MULTISPECIES: AraC family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_020436747.1,MULTISPECIES: ABC transporter substrate-binding protein [Mediterraneibacter],Bin 1,7
WP_020436750.1,MULTISPECIES: inositol monophosphatase family protein [Mediterraneibacter],Bin 1,7
WP_020436753.1,MULTISPECIES: 4-alpha-glucanotransferase [Mediterraneibacter],Bin 1,7
WP_020436754.1,MULTISPECIES: MATE family efflux transporter [Mediterraneibacter],Bin 1,7
WP_020436759.1,MULTISPECIES: SpoIID/LytB domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436771.1,MULTISPECIES: guanylate kinase [Mediterraneibacter],Bin 1,7
WP_020436776.1,MULTISPECIES: phosphodiesterase [Mediterraneibacter],Bin 1,7
WP_020436777.1,MULTISPECIES: NYN domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436778.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020436779.1,MULTISPECIES: FAD-binding protein [Mediterraneibacter],Bin 1,7
WP_020436780.1,MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein [Mediterraneibacter],Bin 1,7
WP_020436781.1,MULTISPECIES: LysR family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_020436796.1,MULTISPECIES: Cof-type HAD-IIB family hydrolase [Mediterraneibacter],Bin 1,7
WP_020436798.1,MULTISPECIES: S1 RNA-binding domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436801.1,MULTISPECIES: DUF1934 domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436803.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020436816.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020436819.1,MULTISPECIES: ABC transporter substrate-binding protein [Mediterraneibacter],Bin 1,7
WP_020436820.1,MULTISPECIES: ABC transporter permease [Mediterraneibacter],Bin 1,7
WP_020436822.1,MULTISPECIES: type II toxin-antitoxin system HicB family antitoxin [Mediterraneibacter],Bin 1,7
WP_020436823.1,MULTISPECIES: homoserine dehydrogenase [Mediterraneibacter],Bin 1,7
WP_020436825.1,MULTISPECIES: dihydrofolate reductase [Mediterraneibacter],Bin 1,7
WP_020436826.1,MULTISPECIES: metal ABC transporter substrate-binding protein [Mediterraneibacter],Bin 1,7
WP_020436829.1,MULTISPECIES: PqqD family protein [Mediterraneibacter],Bin 1,7
WP_020436831.1,MULTISPECIES: class I SAM-dependent DNA methyltransferase [Mediterraneibacter],Bin 1,7
WP_020436833.1,MULTISPECIES: NAD(+) synthase [Mediterraneibacter],Bin 1,7
WP_020436836.1,MULTISPECIES: amidohydrolase family protein [Mediterraneibacter],Bin 1,7
WP_020436840.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_020436843.1,MULTISPECIES: putative selenate reductase subunit YgfK [Mediterraneibacter],Bin 1,7
WP_020436844.1,MULTISPECIES: selenium cofactor biosynthesis protein YqeC [Mediterraneibacter],Bin 1,7
WP_020436846.1,MULTISPECIES: NTP transferase domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436847.1,MULTISPECIES: molybdate ABC transporter substrate-binding protein [Mediterraneibacter],Bin 1,7
WP_020436863.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 1,7
WP_020436875.1,MULTISPECIES: mechanosensitive ion channel family protein [Mediterraneibacter],Bin 1,7
WP_020436910.1,MULTISPECIES: DUF5685 family protein [Mediterraneibacter],Bin 1,7
WP_020436911.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020436914.1,MULTISPECIES: YidC/Oxa1 family membrane protein insertase [Mediterraneibacter],Bin 1,7
WP_020436922.1,MULTISPECIES: single-stranded-DNA-specific exonuclease RecJ [Mediterraneibacter],Bin 1,7
WP_020436923.1,MULTISPECIES: protein translocase subunit SecDF [Mediterraneibacter],Bin 1,7
WP_020436927.1,MULTISPECIES: stage V sporulation T C-terminal domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020436929.1,MULTISPECIES: AraC family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_020436931.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020436934.1,MULTISPECIES: 6-phosphofructokinase [Mediterraneibacter],Bin 1,7
WP_020436936.1,MULTISPECIES: rubrerythrin [Mediterraneibacter],Bin 1,7
WP_020436937.1,MULTISPECIES: DegV family protein [Mediterraneibacter],Bin 1,7
WP_020436938.1,bifunctional metallophosphatase/5'-nucleotidase [[Ruminococcus] torques],Bin 1,7
WP_020436940.1,MULTISPECIES: glycoside hydrolase family 13 protein [Mediterraneibacter],Bin 1,7
WP_020436967.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020436968.1,MULTISPECIES: 5-formyltetrahydrofolate cyclo-ligase [Mediterraneibacter],Bin 1,7
WP_020436974.1,MULTISPECIES: 2-C-methyl-D-erythritol 2 4-cyclodiphosphate synthase [Mediterraneibacter],Bin 1,7
WP_020436998.1,MULTISPECIES: (2Fe-2S)-binding protein [Mediterraneibacter],Bin 1,7
WP_020437002.1,MULTISPECIES: GNAT family N-acetyltransferase [Mediterraneibacter],Bin 1,7
WP_020437006.1,MULTISPECIES: S1C family serine protease [Mediterraneibacter],Bin 1,7
WP_020437008.1,MULTISPECIES: sensor histidine kinase [Mediterraneibacter],Bin 1,7
WP_020437009.1,MULTISPECIES: substrate-binding domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437010.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437013.1,MULTISPECIES: DHH family phosphoesterase [Mediterraneibacter],Bin 1,7
WP_020437015.1,MULTISPECIES: lactate utilization protein [Mediterraneibacter],Bin 1,7
WP_020437019.1,MULTISPECIES: N-acetylglucosamine-6-phosphate deacetylase [Mediterraneibacter],Bin 1,7
WP_020437020.1,MULTISPECIES: sodium/proline symporter [Mediterraneibacter],Bin 1,7
WP_020437044.1,D-alanyl-D-alanine carboxypeptidase family protein [[Ruminococcus] torques],Bin 1,7
WP_020437045.1,SMC-Scp complex subunit ScpB [[Ruminococcus] torques],Bin 1,7
WP_020437047.1,metallophosphoesterase [[Ruminococcus] torques],Bin 1,7
WP_020437049.1,MULTISPECIES: J domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437055.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],Bin 1,7
WP_020437058.1,MULTISPECIES: oleate hydratase [Mediterraneibacter],Bin 1,7
WP_020437059.1,MULTISPECIES: restriction endonuclease [Mediterraneibacter],Bin 1,7
WP_020437060.1,MULTISPECIES: glycerol-3-phosphate responsive antiterminator [Mediterraneibacter],Bin 1,7
WP_020437061.1,MULTISPECIES: DUF1667 domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437062.1,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Mediterraneibacter],Bin 1,7
WP_020437063.1,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Mediterraneibacter],Bin 1,7
WP_020437069.1,MULTISPECIES: DUF6382 domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437072.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020437074.1,MULTISPECIES: Flp1 family type IVb pilin [Mediterraneibacter],Bin 1,7
WP_020437075.1,MULTISPECIES: type II secretion system F family protein [Mediterraneibacter],Bin 1,7
WP_020437082.1,MULTISPECIES: DegV family protein [Mediterraneibacter],Bin 1,7
WP_020437083.1,MULTISPECIES: pyridoxal phosphate-dependent aminotransferase [Mediterraneibacter],Bin 1,7
WP_020437086.1,MULTISPECIES: transglutaminase domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437087.1,MULTISPECIES: DUF3878 family protein [Mediterraneibacter],Bin 1,7
WP_020437091.1,MULTISPECIES: chromate transporter [Mediterraneibacter],Bin 1,7
WP_020437092.1,MULTISPECIES: chromate transporter [Mediterraneibacter],Bin 1,7
WP_020437093.1,N-acetylmuramoyl-L-alanine amidase family protein [[Ruminococcus] torques],Bin 1,7
WP_020437095.1,MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Mediterraneibacter],Bin 1,7
WP_020437096.1,FUSC family protein [[Ruminococcus] torques],Bin 1,7
WP_020437097.1,LysM peptidoglycan-binding domain-containing protein [[Ruminococcus] torques],Bin 1,7
WP_020437098.1,CvpA family protein [[Ruminococcus] torques],Bin 1,7
WP_020437099.1,DUF5979 domain-containing protein [[Ruminococcus] torques],Bin 1,7
WP_020437100.1,MULTISPECIES: signal peptidase I [Mediterraneibacter],Bin 1,7
WP_020437101.1,MULTISPECIES: DUF7601 domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437103.1,MULTISPECIES: L-serine ammonia-lyase  iron-sulfur-dependent subunit beta [Mediterraneibacter],Bin 1,7
WP_020437104.1,MULTISPECIES: L-serine ammonia-lyase  iron-sulfur-dependent  subunit alpha [Mediterraneibacter],Bin 1,7
WP_020437109.1,MULTISPECIES: TetR/AcrR family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_020437110.1,MULTISPECIES: MalY/PatB family protein [Mediterraneibacter],Bin 1,7
WP_020437121.1,MULTISPECIES: LacI family DNA-binding transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_020437151.1,MULTISPECIES: adenosylcobinamide-phosphate synthase CbiB [Mediterraneibacter],Bin 1,7
WP_020437153.1,MULTISPECIES: pyridoxal phosphate-dependent aminotransferase [Mediterraneibacter],Bin 1,7
WP_020437154.1,MULTISPECIES: cobyric acid synthase [Mediterraneibacter],Bin 1,7
WP_020437155.1,MULTISPECIES: MATE family efflux transporter [Mediterraneibacter],Bin 1,7
WP_020437177.1,MULTISPECIES: pyridoxamine kinase [Mediterraneibacter],Bin 1,7
WP_020437178.1,MULTISPECIES: Na+/H+ antiporter NhaC family protein [Mediterraneibacter],Bin 1,7
WP_020437179.1,MULTISPECIES: pseudouridine synthase [Mediterraneibacter],Bin 1,7
WP_020437182.1,MULTISPECIES: HD-GYP domain-containing protein [Mediterraneibacter],Bin 1,7
WP_020437183.1,MULTISPECIES: YitT family protein [Mediterraneibacter],Bin 1,7
WP_020437186.1,MULTISPECIES: xanthine dehydrogenase subunit XdhC [Mediterraneibacter],Bin 1,7
WP_020437187.1,MULTISPECIES: xanthine dehydrogenase subunit XdhB [Mediterraneibacter],Bin 1,7
WP_020437188.1,MULTISPECIES: xanthine dehydrogenase subunit XdhA [Mediterraneibacter],Bin 1,7
WP_020437193.1,MULTISPECIES: transcription repressor NadR [Mediterraneibacter],Bin 1,7
WP_020437199.1,MULTISPECIES: RluA family pseudouridine synthase [Mediterraneibacter],Bin 1,7
WP_020437207.1,MULTISPECIES: QueT transporter family protein [Mediterraneibacter],Bin 1,7
WP_020437208.1,C39 family peptidase [[Ruminococcus] torques],Bin 1,7
WP_020437209.1,MULTISPECIES: class I SAM-dependent methyltransferase [Mediterraneibacter],Bin 1,7
WP_020437214.1,MULTISPECIES: preprotein translocase subunit SecE [Mediterraneibacter],Bin 1,7
WP_020437221.1,MULTISPECIES: ABC-2 transporter permease [Mediterraneibacter],Bin 1,7
WP_020437226.1,hypothetical protein [[Ruminococcus] torques],Bin 1,7
WP_020437233.1,diacylglycerol/lipid kinase family protein [[Ruminococcus] torques],Bin 1,7
WP_020437236.1,MULTISPECIES: UDP-N-acetylmuramate dehydrogenase [Mediterraneibacter],Bin 1,7
WP_020437237.1,MULTISPECIES: HlyC/CorC family transporter [Mediterraneibacter],Bin 1,7
WP_020437238.1,N-acetylmuramoyl-L-alanine amidase [[Ruminococcus] torques],Bin 1,7
WP_020437250.1,MULTISPECIES: M20 family metallopeptidase [Mediterraneibacter],Bin 1,7
WP_020437252.1,MULTISPECIES: GNAT family N-acetyltransferase [Mediterraneibacter],Bin 1,7
WP_020437254.1,MULTISPECIES: MFS transporter [Mediterraneibacter],Bin 1,7
WP_020437281.1,MULTISPECIES: heavy metal translocating P-type ATPase [Mediterraneibacter],Bin 1,7
WP_020437282.1,MULTISPECIES: cation transporter [Mediterraneibacter],Bin 1,7
WP_020437283.1,MULTISPECIES: ArsR/SmtB family transcription factor [Mediterraneibacter],Bin 1,7
WP_020437284.1,NAD(+) diphosphatase [[Ruminococcus] torques],Bin 1,7
WP_020437285.1,MULTISPECIES: signal peptidase II [Mediterraneibacter],Bin 1,7
WP_020437288.1,MULTISPECIES: DHHW family protein [Mediterraneibacter],Bin 1,7
WP_020437289.1,MULTISPECIES: MBOAT family O-acyltransferase [Mediterraneibacter],Bin 1,7
WP_020437291.1,MULTISPECIES: DUF5721 family protein [Mediterraneibacter],Bin 1,7
WP_020437294.1,MULTISPECIES: PucR family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_020437304.1,MULTISPECIES: metallophosphoesterase family protein [Mediterraneibacter],Bin 1,7
WP_020437306.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020437308.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_020437309.1,MULTISPECIES: dihydroorotase [Mediterraneibacter],Bin 1,7
WP_020437310.1,heavy metal translocating P-type ATPase [[Ruminococcus] torques],Bin 1,7
WP_020437311.1,MULTISPECIES: FtsX-like permease family protein [Mediterraneibacter],Bin 1,7
WP_020437313.1,MULTISPECIES: zinc dependent phospholipase C family protein [Mediterraneibacter],Bin 1,7
WP_044999424.1,MULTISPECIES: lantibiotic protection ABC transporter ATP-binding protein [Clostridia],Bin 1,7
WP_054751024.1,MULTISPECIES: RrF2 family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_054751034.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_054751207.1,MULTISPECIES: LysM peptidoglycan-binding domain-containing protein [Mediterraneibacter],Bin 1,7
WP_054751210.1,MULTISPECIES: YggS family pyridoxal phosphate-dependent enzyme [Mediterraneibacter],Bin 1,7
WP_054751224.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_054751394.1,MULTISPECIES: YitT family protein [Mediterraneibacter],Bin 1,7
WP_054751575.1,MULTISPECIES: L-rhamnose isomerase [Mediterraneibacter],Bin 1,7
WP_054751814.1,MULTISPECIES: ParA family protein [Mediterraneibacter],Bin 1,7
WP_054751816.1,MULTISPECIES: BMC domain-containing protein [Mediterraneibacter],Bin 1,7
WP_054752269.1,MULTISPECIES: glutamate 5-kinase [Mediterraneibacter],Bin 1,7
WP_054752309.1,MULTISPECIES: nickel pincer cofactor biosynthesis protein LarB [Mediterraneibacter],Bin 1,7
WP_054752341.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],Bin 1,7
WP_054752649.1,MULTISPECIES: AAA family ATPase [Mediterraneibacter],Bin 1,7
WP_054752866.1,MULTISPECIES: DUF1292 domain-containing protein [Mediterraneibacter],Bin 1,7
WP_054752955.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_054753137.1,MULTISPECIES: alpha/beta fold hydrolase [Mediterraneibacter],Bin 1,7
WP_054753164.1,MULTISPECIES: DUF5692 family protein [Mediterraneibacter],Bin 1,7
WP_054753175.1,MULTISPECIES: DUF6472 family protein [Mediterraneibacter],Bin 1,7
WP_054753231.1,MULTISPECIES: carbamate kinase [Mediterraneibacter],Bin 1,7
WP_054753251.1,MULTISPECIES: F0F1 ATP synthase subunit B [Mediterraneibacter],Bin 1,7
WP_054753257.1,MULTISPECIES: ATP synthase F1 subunit epsilon [Mediterraneibacter],Bin 1,7
WP_054753326.1,MULTISPECIES: DUF6465 family protein [Mediterraneibacter],Bin 1,7
WP_054753343.1,MULTISPECIES: DUF4358 domain-containing protein [Mediterraneibacter],Bin 1,7
WP_054753423.1,MULTISPECIES: CarD family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_054753588.1,MULTISPECIES: DUF4446 family protein [Mediterraneibacter],Bin 1,7
WP_054753658.1,MULTISPECIES: DUF6147 family protein [Mediterraneibacter],Bin 1,7
WP_054753732.1,MULTISPECIES: biotin transporter BioY [Mediterraneibacter],Bin 1,7
WP_054753988.1,MULTISPECIES: flavin reductase family protein [Mediterraneibacter],Bin 1,7
WP_055144417.1,MULTISPECIES: LysR family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_055144625.1,MULTISPECIES: TrmB family transcriptional regulator [Mediterraneibacter],Bin 1,7
WP_055144634.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_055144677.1,hypothetical protein [[Ruminococcus] torques],Bin 1,7
WP_055144690.1,DUF5717 family protein [[Ruminococcus] torques],Bin 1,7
WP_055144697.1,transcription-repair coupling factor [[Ruminococcus] torques],Bin 1,7
WP_055144704.1,MULTISPECIES: MBL fold metallo-hydrolase RNA specificity domain-containing protein [Mediterraneibacter],Bin 1,7
WP_055144707.1,sigma-E processing peptidase SpoIIGA [[Ruminococcus] torques],Bin 1,7
WP_055144711.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_055144714.1,MULTISPECIES: UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase [Mediterraneibacter],Bin 1,7
WP_055144720.1,peptidoglycan D D-transpeptidase FtsI family protein [[Ruminococcus] torques],Bin 1,7
WP_055144723.1,peptidoglycan D D-transpeptidase FtsI family protein [[Ruminococcus] torques],Bin 1,7
WP_055144729.1,S1C family serine protease [[Ruminococcus] torques],Bin 1,7
WP_055144771.1,nucleotidyltransferase family protein [[Ruminococcus] torques],Bin 1,7
WP_055144774.1,MULTISPECIES: HPr family phosphocarrier protein [Mediterraneibacter],Bin 1,7
WP_055144780.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_055144795.1,MULTISPECIES: BlaI/MecI/CopY family transcriptional regulator [Lachnospiraceae],Bin 1,7
WP_055144801.1,DUF6070 family protein [[Ruminococcus] torques],Bin 1,7
WP_055144812.1,MULTISPECIES: AEC family transporter [Mediterraneibacter],Bin 1,7
WP_055144815.1,ABC transporter ATP-binding protein/permease [[Ruminococcus] torques],Bin 1,7
WP_055144817.1,MULTISPECIES: Hpt domain-containing protein [Mediterraneibacter],Bin 1,7
WP_055144841.1,DNA helicase PcrA [[Ruminococcus] torques],Bin 1,7
WP_055144844.1,MULTISPECIES: DUF1836 domain-containing protein [Mediterraneibacter],Bin 1,7
WP_055144853.1,transmembrane protein [[Ruminococcus] torques],Bin 1,7
WP_055144871.1,MULTISPECIES: CPBP family intramembrane glutamic endopeptidase [Mediterraneibacter],Bin 1,7
WP_055144874.1,MULTISPECIES: arginine--tRNA ligase [Mediterraneibacter],Bin 1,7
WP_055144880.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 1,7
WP_055144883.1,MULTISPECIES: isopeptide-forming domain-containing fimbrial protein [Mediterraneibacter],Bin 1,7
WP_055144886.1,MULTISPECIES: SpaA isopeptide-forming pilin-related protein [Mediterraneibacter],Bin 1,7
WP_055144897.1,MULTISPECIES: YifB family Mg chelatase-like AAA ATPase [Mediterraneibacter],Bin 1,7
WP_055144903.1,MULTISPECIES: tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB [Mediterraneibacter],Bin 1,7
WP_055144918.1,cyclic pyranopterin monophosphate synthase MoaC [[Ruminococcus] torques],Bin 1,7
WP_055144948.1,NAD(P)-binding protein [[Ruminococcus] torques],Bin 1,7
WP_055145098.1,DUF5711 family protein [[Ruminococcus] torques],Bin 1,7
